Keyboard Wrist Rest	O/S Documentation Set - English	Y Box	CD-RW, High Speed Pack of 5	Extension Cable	Mouse Pad	Standard Mouse	18inch Flat Panel Graphics Monitor	External 8X CD-ROM	Multimedia speakers- 3inch cones	SIMM- 16MB PCMCIAII card	Model SM26273 Black Ink Cartridge	Envoy 256MB - 40GB	Envoy Ambassador	Fake_klasa
0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	1	1	1	1	0	0	0	0	0	0	0
0	1	0	1	0	0	0	1	1	0	1	1	0	0	0
0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
1	0	0	0	0	1	1	0	0	1	1	0	0	0	0
0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
1	0	0	0	0	0	0	0	0	1	1	0	0	0	0
0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	1	1	0	0	0	1	0	1	0	0	0	0
0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
1	1	0	1	1	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	1	0	1	0	1	0	0	0
0	0	0	1	1	0	0	0	1	0	1	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	0	1	1	1	0	1	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	1	0	1	0	1	0	0	0	1	0	0	0	0	0
0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	1	1	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	1	0	1	0	0	1	0	0	0	0
0	1	0	0	1	1	0	0	0	0	1	0	0	0	0
0	1	0	0	1	0	0	1	1	0	1	0	0	0	0
0	0	0	0	1	0	0	1	0	1	1	0	0	0	0
0	1	0	1	0	1	0	1	1	1	1	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	1	1	1	0	0	1	1	0	0	0	0
0	0	0	0	1	0	0	1	0	0	1	1	0	0	0
0	0	0	1	0	0	0	0	1	0	1	1	0	0	0
0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1	0	0	0	0	0	1	1	0	1	1	1	0	0	0
0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0	1	0	0	1	1	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
0	1	0	0	1	1	1	1	0	0	1	0	0	0	0
0	0	0	1	0	0	1	1	1	0	0	0	0	0	0
0	0	0	0	1	1	1	0	1	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	1	1	0	1	1	1	0	1	0	0	0	0
1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
0	0	0	0	1	1	1	0	0	0	0	1	0	0	0
0	0	0	0	1	1	1	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	1	0	1	1	1	0	0	0	0
0	0	0	1	0	0	0	1	0	1	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	1	0	0	1	0	0	0	0	0	0	0
0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
0	1	0	0	0	0	1	0	0	1	0	0	0	0	0
0	1	0	0	0	0	0	0	0	1	1	0	0	0	0
0	0	0	1	0	1	0	0	0	0	1	1	0	0	0
1	0	0	0	0	0	0	1	0	0	1	1	0	0	0
0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
1	0	0	1	0	0	0	0	1	1	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1	0	0	1	1	0	0	1	1	0	0	0	0	0	0
0	0	0	1	1	1	1	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0	0	0	1	1	0	0	1	1	0	1	1	0	0	0
1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	1	1	0	0	0	0	1	0	0	0
0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	1	0	0	1	0	0	0	0	0
0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
0	1	0	0	0	1	1	1	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0	0	0	1	0	0	0	1	1	1	0	0	0	0	0
1	0	0	0	1	0	1	1	0	0	1	0	0	0	0
0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
0	1	0	1	1	1	1	1	0	1	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
1	0	0	0	1	1	1	1	1	0	1	0	0	0	0
0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
0	0	0	1	0	0	0	1	0	0	1	1	0	0	0
0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	1	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1	0	0	1	0	1	0	1	0	0	0	0	0	0	0
0	0	0	0	1	1	1	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0	1	0	0	0	1	0	0	1	1	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	1	0	1	0	1	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0	0	0	1	1	0	0	1	1	0	1	0	0	0	0
1	0	0	1	0	0	0	0	1	1	0	0	0	0	0
0	1	0	0	0	0	0	0	0	1	1	1	0	0	0
0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
1	0	0	1	0	0	1	0	1	0	0	0	0	0	0
0	0	0	1	0	0	0	1	1	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	1	1	1	1	0	0	1	0	0	0	0
0	0	0	0	1	1	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0	0	0	0	0	1	1	1	0	0	1	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0	1	0	0	0	1	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	1	1	1	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	1	0	1	1	0	0	1	0	0	1	1	0	0	0
0	0	0	0	1	1	1	1	1	0	1	0	0	0	0
0	1	0	0	1	1	1	1	0	0	1	0	0	0	0
1	0	0	1	0	0	0	1	0	0	1	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1	1	0	0	0	0	0	0	0	1	1	1	0	0	0
0	0	0	0	1	1	1	0	1	0	0	0	0	0	0
0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
1	0	0	1	0	1	0	1	1	1	0	0	0	0	0
0	0	0	1	0	0	0	1	0	0	1	1	0	0	0
0	0	0	0	0	1	0	0	1	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0	1	0	0	1	0	0	1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1	1	0	1	0	1	0	0	0	1	1	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	1	1	0	0	0	0	0
0	0	0	0	0	0	1	1	0	1	1	0	0	0	0
0	1	0	0	0	0	1	0	0	0	1	0	0	0	0
0	0	0	1	1	0	1	1	0	0	0	0	0	0	0
0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
0	1	0	0	1	1	1	0	1	0	0	0	0	0	0
0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
0	0	0	0	0	1	0	1	0	0	1	0	0	0	0
0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0	0	0	1	1	1	0	0	1	1	0	0	0	0	0
0	1	0	0	1	1	1	0	0	1	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
0	1	0	0	0	1	0	1	0	0	1	0	0	0	0
0	0	0	0	0	1	1	0	0	1	0	1	0	0	0
0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0	0	0	0	1	1	1	0	1	0	0	0	0	0	0
1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
1	0	0	0	1	1	1	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
0	0	0	0	1	0	0	1	1	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
0	1	0	0	0	1	0	0	0	0	1	1	0	0	0
0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	1	1	0	1	0	0	0	0
0	0	0	1	1	1	1	1	0	0	1	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
1	1	0	0	1	1	1	0	1	1	0	1	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	1	1	1	1	0	0	0
0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	1	0	0	1	0	0	0
0	0	0	0	0	0	1	1	1	0	1	0	0	0	0
1	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	1	0	0	0
0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
0	0	0	0	1	1	1	0	0	0	0	1	0	0	0
1	1	0	0	0	1	0	0	0	1	1	1	0	0	0
0	0	0	0	1	1	1	0	1	1	0	0	1	0	0
0	0	0	1	0	0	0	0	1	0	0	1	0	1	0
0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	1	0	1	1	0	1	0	0	0	0
1	1	0	1	0	0	1	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	1	0	1	0	1	1	0	0	0	0
0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	1	0	0	0	1	1	0	0	0	0	0
0	0	0	1	0	1	0	0	1	1	0	1	0	0	0
0	0	0	0	1	0	0	0	1	0	1	0	0	0	0
0	0	0	0	0	0	0	0	1	1	1	0	0	0	0
1	0	0	0	1	1	0	0	0	1	0	0	0	0	0
1	0	0	1	0	0	0	1	0	0	1	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
1	0	0	1	0	0	0	1	0	0	1	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
1	0	0	0	1	1	1	0	0	0	1	1	0	0	0
1	0	0	1	0	1	0	1	1	1	1	0	0	0	0
0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	1	0	0	0
0	1	0	1	0	0	0	1	0	0	1	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	1	1	1	0	0	0	0	1	0	0	0
0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
0	0	0	1	1	0	0	0	1	0	1	0	0	0	0
0	1	0	0	0	0	0	1	0	0	1	1	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	1	0	0	1	1	1	0	0	0	1	0	0	0	0
1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	1	1	1	0	0	1	1	1	0	0	0	0
0	0	0	0	0	0	0	1	0	1	1	0	0	0	0
0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0	1	0	1	0	0	1	0	1	0	0	0	0	0	0
0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
1	0	0	0	0	0	1	0	0	0	1	1	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
1	0	0	0	1	1	1	0	0	0	1	0	0	0	0
0	0	0	1	0	1	0	1	1	0	0	0	0	0	0
0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
0	1	0	1	0	1	0	1	1	1	0	1	0	0	0
0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	1	1	0	0	1	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	1	1	0	0	0
1	0	0	1	0	0	0	0	1	0	1	0	0	0	0
0	1	0	1	0	1	0	1	1	1	1	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
1	0	0	1	1	0	1	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	1	1	0	0	1	0	0	0
1	1	0	1	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
0	0	0	1	1	1	1	1	0	0	1	0	0	0	0
1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
0	0	0	0	1	1	1	0	1	0	0	0	0	0	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	1	0	1	1	0	0	0	0
1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1	1	0	0	1	1	1	0	0	0	0	0	0	0	0
1	1	0	0	0	0	0	1	0	1	1	0	0	0	0
0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
0	1	0	0	1	1	1	1	0	1	0	1	0	0	0
0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	1	0	0	0
0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0	0	0	0	1	0	0	1	0	0	0	1	0	0	0
0	0	0	0	1	0	0	1	0	1	1	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1	0	0	0	1	1	0	0	1	1	0	0	0	0	0
0	1	0	0	0	0	0	1	0	1	1	0	0	0	0
0	1	0	0	1	1	1	1	0	0	1	1	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1	0	0	0	1	1	1	1	0	0	1	0	0	0	0
1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
1	1	0	1	1	1	1	1	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	1	1	0	0	0
0	0	0	0	1	1	1	1	0	0	0	0	0	0	0
0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	1	1	1	1	1	1	1	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	1	0	0	1	0	0	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
1	0	0	1	0	0	1	1	0	0	0	1	0	0	0
0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	1	1	1	0	1	0	0	0	0	0	0
0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	1	0	0	1	1	0	1	0	0	0	0
0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
0	1	0	0	0	0	0	1	0	1	1	1	0	0	0
0	1	0	0	1	1	1	0	0	0	1	0	0	0	0
0	0	0	1	0	1	0	1	0	0	0	0	0	0	0
0	0	0	0	1	1	0	0	0	0	0	1	0	0	0
0	0	0	1	0	1	0	1	1	1	0	1	0	0	0
0	1	0	0	0	0	0	0	1	0	1	0	0	0	0
0	1	0	0	1	1	1	0	0	0	1	0	0	0	0
0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	1	0	1	0	1	1	1	1	0	0	0	0
1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0	1	0	1	0	0	0	0	1	0	1	0	0	0	0
0	0	0	1	0	0	1	1	0	1	1	1	0	0	0
0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
0	0	0	1	1	1	0	0	1	0	0	1	0	0	0
0	0	0	0	0	0	1	0	0	0	1	1	0	0	0
0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	1	0	1	1	0	0	0	0
0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
0	0	0	1	1	1	1	0	0	1	1	0	0	0	0
0	0	0	1	0	0	0	1	1	1	0	1	0	0	0
0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
1	1	0	1	1	1	1	0	0	0	0	0	0	0	0
0	0	0	0	1	1	1	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
0	0	0	0	0	0	1	0	1	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
0	1	0	0	1	1	1	0	1	0	0	0	0	0	0
0	1	0	1	1	1	1	0	0	1	0	1	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	1	0	0	0	1	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0	1	0	0	1	0	0	0	1	0	0	1	0	0	0
0	1	0	1	0	1	1	0	0	0	0	1	0	0	0
0	0	0	0	0	1	0	0	1	1	1	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	1	0	1	0	0	1	0	0	0	0
0	1	0	0	1	1	1	1	0	0	1	1	0	0	0
0	0	0	1	0	0	1	0	1	0	1	0	0	0	0
